location,BHK,total_sqmeter,bath,price
Hoodi,3,178.84,2,1264208.7
Hoodi,2,130.06,2,909343.1
Hoodi,3,162.21,3,942057.27
Hoodi,1,65.59,1,534959.89
Hoodi,2,116.78,2,765178.95
Hoodi,2,105.17,2,752980.45
Hoodi,3,178.84,3,1219850.5
Hoodi,3,164.34,3,1074244.71
Hoodi,2,116.78,2,787690.74
Hoodi,2,121.24,2,831716.25
Hoodi,3,138.42,3,876074.45
Hoodi,2,115.2,2,720820.75
Hoodi,3,127.28,3,742999.85
Hoodi,2,102.94,2,823177.3
Hoodi,2,116.78,2,759634.17
Hoodi,2,92.9,2,532298.4
Hoodi,2,98.76,2,678347.77
Hoodi,2,116.96,2,770169.25
Hoodi,1,66.05,1,472969.31
Hoodi,3,144.83,3,904352.8
Hoodi,1,80.17,1,449681.25
Hoodi,3,159.33,2,1108955.0
Hoodi,3,125.42,3,776268.5
Hoodi,2,134.43,3,842805.8
Hoodi,3,199.18,3,1552537.0
Hoodi,2,102.94,2,737011.49
Hoodi,3,130.06,3,820626.7
Hoodi,3,170.66,3,1219850.5
Hoodi,4,314.47,4,2439701.0
Hoodi,3,152.73,3,892819.67
Hoodi,2,109.72,2,609925.25
Hoodi,3,138.42,3,942611.75
Hoodi,2,116.92,2,655780.54
Horamavu Agara,2,111.48,2,499029.75
Horamavu Agara,3,144.93,3,831716.25
Horamavu Agara,2,70.14,2,415747.23
Horamavu Agara,2,91.23,2,528417.06
Horamavu Agara,3,153.29,2,831716.25
Horamavu Agara,2,88.26,2,432492.45
Horamavu Agara,3,163.14,3,1020238.6
Horamavu Agara,2,102.75,2,477848.71
Horamavu Agara,2,100.24,2,454671.55
Horamavu Agara,3,117.52,2,720820.75
Horamavu Agara,2,98.48,2,410313.35
Horamavu Agara,2,102.92,2,460327.22
Horamavu Agara,2,91.04,2,423509.91
Horamavu Agara,3,116.13,3,720820.75
Horamavu Agara,2,106.37,2,457000.36
Horamavu Agara,5,222.97,3,887164.0
Horamavu Agara,2,92.9,2,510119.3
Horamavu Agara,2,70.61,2,415747.23
Horamavu Agara,2,106.84,2,465761.1
Horamavu Agara,3,126.72,2,554477.5
Horamavu Agara,2,69.68,2,415747.23
Horamavu Agara,1,58.06,1,299417.85
Horamavu Agara,2,100.33,2,421402.9
Horamavu Agara,2,92.34,2,468866.17
Horamavu Agara,2,102.92,2,460327.22
Horamavu Agara,3,120.77,2,576656.6
Horamavu Agara,2,101.26,2,510119.3
Horamavu Agara,3,130.06,3,698641.65
Horamavu Agara,3,144.65,3,776268.5
Horamavu Agara,2,98.29,2,521208.85
Horamavu Banaswadi,3,144.37,3,609925.25
Horamavu Banaswadi,3,149.67,3,731910.3
Horamavu Banaswadi,2,135.64,2,892708.77
Horamavu Banaswadi,2,107.4,2,510119.3
Horamavu Banaswadi,2,109.62,2,643193.9
Horamavu Banaswadi,2,121.42,2,572220.78
Horamavu Banaswadi,2,126.07,2,598835.7
Horamavu Banaswadi,2,85.93,2,421402.9
Horamavu Banaswadi,2,118.17,2,532298.4
Horamavu Banaswadi,2,113.81,2,548932.72
Horamavu Banaswadi,2,118.17,2,571111.82
Horamavu Banaswadi,2,118.17,2,571111.82
Horamavu Banaswadi,2,107.4,2,520099.89
Horamavu Banaswadi,2,111.48,2,499029.75
Horamavu Banaswadi,2,116.5,2,521208.85
Horamavu Banaswadi,3,149.57,3,754089.4
Horamavu Banaswadi,2,112.41,2,554477.5
Horamavu Banaswadi,2,126.07,2,598835.7
Horamavu Banaswadi,2,118.17,2,554477.5
Horamavu Banaswadi,2,111.48,2,499029.75
Horamavu Banaswadi,2,95.22,2,499029.75
Horamavu Banaswadi,2,100.43,2,576656.6
Horamavu Banaswadi,2,92.9,2,554477.5
Hormavu,2,139.35,2,864984.9
Hormavu,2,106.84,2,609925.25
Hormavu,3,195.09,3,809537.15
Hormavu,2,109.62,2,554477.5
Hormavu,2,111.48,2,742999.85
Hormavu,2,111.48,3,776268.5
Hormavu,2,109.16,2,576656.6
Hormavu,1,125.51,2,587746.15
Hormavu,2,106.0,2,492376.02
Hormavu,2,104.98,2,469087.96
Hormavu,3,139.35,3,776268.5
Hormavu,3,160.26,3,942611.75
Hormavu,2,107.12,2,720820.75
Hormavu,2,106.84,2,588966.0
Hormavu,2,104.33,2,621014.8
Hormavu,3,128.67,2,765178.95
Hormavu,3,150.27,3,816135.43
Hormavu,2,95.69,2,547269.29
Hormavu,2,94.57,2,563349.14
Hormavu,3,144.46,3,831716.25
Hormavu,2,106.19,2,587746.15
Hormavu,2,102.19,2,421402.9
Hormavu,2,92.9,2,554477.5
Hormavu,2,111.48,2,754089.4
Hormavu,3,144.28,2,645744.5
Hormavu,2,111.48,2,754089.4
Hormavu,2,71.07,2,415747.23
Hormavu,3,131.92,3,643193.9
Hormavu,2,100.47,2,428777.45
Hormavu,2,116.13,2,665373.0
Hormavu,2,89.65,2,411976.78
Hormavu,1,54.16,1,313557.03
Hormavu,2,104.89,2,487940.2
Hormavu,3,128.67,2,767951.34
Hormavu,2,108.23,2,443582.0
Hormavu,2,98.94,2,564679.89
Hormavu,2,97.18,2,665373.0
Hormavu,2,130.06,2,831716.25
Hormavu,3,126.81,2,720820.75
Hormavu,2,111.11,2,496811.84
Hormavu,2,117.34,2,525201.09
Hormavu,2,94.3,2,433379.61
Hormavu,3,144.0,2,665373.0
Hormavu,2,111.48,2,809537.15
Hormavu,2,116.13,2,720820.75
Hormavu,3,149.02,3,754089.4
Hormavu,2,99.87,2,595508.83
Hormavu,2,91.04,2,465761.1
Hormavu,2,99.87,2,595508.83
Hormavu,4,212.0,4,1275298.25
Hormavu,2,112.04,2,609925.25
Hormavu,2,121.7,2,742999.85
Hormavu,2,121.7,2,665373.0
Hormavu,2,94.76,2,507346.91
Hormavu,2,112.41,2,765178.95
Hosa Road,3,153.47,3,942611.75
Hosa Road,3,152.27,3,887164.0
Hosa Road,2,107.86,2,611588.68
Hosa Road,3,160.35,3,909232.2
Hosa Road,2,107.86,2,611588.68
Hosa Road,2,126.81,2,1020238.6
Hosa Road,2,115.48,2,537843.17
Hosa Road,3,143.16,3,774494.17
Hosa Road,3,123.75,2,955032.05
Hosa Road,1,57.13,1,313723.37
Hosa Road,3,122.45,2,945716.82
Hosa Road,2,105.26,2,576656.6
Hosa Road,2,94.39,2,443582.0
Hosa Road,2,90.3,2,443582.0
Hosa Road,2,107.86,2,611588.68
Hosa Road,3,142.33,3,1088217.54
Hosa Road,3,156.08,3,1120044.55
Hosa Road,2,81.75,2,554477.5
Hosa Road,3,142.42,3,1088772.02
Hosa Road,2,96.62,2,760632.23
Hosa Road,2,96.62,2,676462.55
Hosa Road,3,232.26,3,1108955.0
Hosa Road,2,115.66,2,687552.1
Hosa Road,3,121.79,2,941059.21
Hosa Road,1,74.32,1,443471.1
Hosa Road,3,160.35,3,909232.2
Hosa Road,2,126.72,2,718491.94
Hosa Road,2,94.39,2,499029.75
Hosa Road,3,160.72,3,805101.33
Hosa Road,2,126.35,2,860659.98
Hosa Road,2,108.7,2,720820.75
Hosa Road,2,107.86,2,611588.68
Hosa Road,3,136.57,2,933961.9
Hosa Road,4,158.68,3,710285.68
Hosa Road,2,107.86,2,540615.56
Hosa Road,3,143.16,3,771943.58
Hosa Road,2,94.39,2,443027.52
Hosakerehalli,3,220.92,3,2905462.1
Hosakerehalli,3,220.74,3,2251178.65
Hosakerehalli,4,297.75,5,4214029.0
Hosakerehalli,4,280.94,5,2750208.4
Hosakerehalli,4,280.94,5,3881342.5
Hosakerehalli,5,222.97,5,2772387.5
Hosakerehalli,3,168.8,4,1696701.15
Hosakerehalli,2,121.14,2,1108955.0
Hosakerehalli,3,230.4,3,2716939.75
Hosakerehalli,2,85.93,2,515664.07
Hosakerehalli,3,230.4,4,2883283.0
Hosakerehalli,3,148.27,3,884946.09
Hosakerehalli,3,111.48,2,1108955.0
Hosakerehalli,4,297.75,4,3326865.0
Hosakerehalli,4,281.77,4,3615193.3
Hosakerehalli,2,55.74,2,720820.75
Hosakerehalli,3,230.4,4,2938730.75
Hosakerehalli,2,85.93,2,512891.69
Hosakerehalli,3,220.74,3,2661492.0
Hosakerehalli,5,139.35,6,1607984.75
Hoskote,3,116.13,3,554477.5
Hoskote,3,113.81,3,443582.0
Hoskote,3,161.65,3,665373.0
Hoskote,2,108.7,2,499029.75
Hoskote,3,116.13,3,321596.95
Hoskote,3,111.48,3,632104.35
Hoskote,3,99.31,2,421402.9
Hoskote,2,101.73,2,372608.88
Hoskote,3,157.47,3,554477.5
Hoskote,2,98.94,2,349320.82
Hoskote,3,129.6,2,698641.65
Hoskote,2,98.94,2,316052.17
Hoskote,2,87.79,2,388134.25
Hoskote,2,93.23,2,311560.91
Hoskote,2,98.94,2,374272.31
Hoskote,1,47.29,1,255059.65
Hosur Road,2,153.85,2,1330746.0
Hosur Road,2,110.93,2,765178.95
Hosur Road,3,109.16,2,532298.4
Hosur Road,3,106.37,2,665373.0
Hosur Road,5,306.58,5,2661492.0
Hosur Road,3,140.28,2,1164402.75
Hosur Road,3,132.57,2,894150.42
Hosur Road,3,140.1,2,1219850.5
Hosur Road,1,42.74,1,232880.55
Hosur Road,3,161.0,2,942611.75
Hosur Road,2,109.53,2,543387.95
Hosur Road,2,88.26,2,665373.0
Hosur Road,2,110.93,2,794455.36
Hosur Road,3,164.07,3,1441641.5
Hosur Road,3,156.91,3,1142223.65
Hosur Road,5,334.45,5,1996119.0
Hosur Road,2,108.7,2,532298.4
Hosur Road,2,116.13,2,609925.25
Hosur Road,3,156.91,3,1142223.65
Hosur Road,4,278.71,4,1774328.0
Hosur Road,4,185.8,4,1441641.5
Hosur Road,2,116.13,2,720820.75
Hosur Road,3,156.91,3,1142223.65
Hosur Road,3,156.54,3,998059.5
Hosur Road,2,113.62,2,1031328.15
Hosur Road,3,178.28,3,1297477.35
Hulimavu,2,104.52,2,554477.5
Hulimavu,2,115.38,2,565567.05
Hulimavu,3,153.29,3,864984.9
Hulimavu,3,169.36,3,1108955.0
Hulimavu,2,120.77,2,399223.8
Hulimavu,2,100.33,2,479068.56
Hulimavu,2,102.19,2,792902.82
Hulimavu,3,163.32,3,720820.75
Hulimavu,1,63.92,1,554477.5
Hulimavu,2,116.59,2,809537.15
Hulimavu,4,111.48,4,831716.25
Hulimavu,2,98.29,2,532298.4
Hulimavu,2,127.74,2,887164.0
Hulimavu,2,115.94,2,765178.95
Hulimavu,3,168.9,3,1497089.25
Hulimavu,2,113.81,2,609925.25
Hulimavu,2,116.59,2,820626.7
Hulimavu,2,109.16,2,499029.75
Hulimavu,2,116.59,2,765178.95
Hulimavu,2,116.59,2,731910.3
Hulimavu,2,104.7,2,720820.75
Hulimavu,2,111.48,2,554477.5
Hulimavu,3,134.71,3,798447.6
Hulimavu,2,111.48,2,831716.25
Hulimavu,3,132.85,2,998059.5
Hulimavu,2,78.97,1,438037.22
Hulimavu,2,92.9,2,499029.75
Hulimavu,3,122.63,2,654283.45
Hulimavu,4,185.8,4,1108955.0
Hulimavu,4,330.73,5,3526476.9
Hulimavu,2,93.92,2,421402.9
Hulimavu,2,118.54,2,842805.8
Hulimavu,2,139.35,2,998059.5
Hulimavu,2,122.17,2,670695.98
Hulimavu,2,94.85,2,842805.8
Hulimavu,1,53.98,1,321596.95
Hulimavu,2,86.86,2,499029.75
Hulimavu,2,97.55,2,1386193.75
Hulimavu,3,122.63,2,720820.75
Hulimavu,4,111.48,4,831716.25
Hulimavu,3,117.06,2,909343.1
Hulimavu,1,41.81,1,221791.0
Hulimavu,2,114.36,2,937066.97
Hulimavu,3,178.0,2,1663432.5
Hulimavu,2,103.59,2,494593.93
ISRO Layout,6,408.77,6,2772387.5
ISRO Layout,2,92.9,2,665373.0
ISRO Layout,2,109.62,2,576656.6
ISRO Layout,2,92.9,2,665373.0
ISRO Layout,3,121.7,2,754089.4
ISRO Layout,4,390.19,4,2827835.25
ISRO Layout,2,97.55,2,565567.05
ISRO Layout,3,127.28,2,964790.85
ITPL,3,111.48,3,622345.55
ITPL,3,143.81,3,992514.72
ITPL,3,111.48,3,758525.22
ITPL,3,111.48,3,622345.55
ITPL,3,111.48,3,622345.55
ITPL,3,139.35,3,682229.12
ITPL,4,526.52,5,3326865.0
Iblur Village,3,300.54,3,2606044.25
Iblur Village,4,334.08,5,3215969.5
Iblur Village,3,178.37,3,1441641.5
Iblur Village,3,185.34,3,1497089.25
Iblur Village,4,334.08,5,3127253.1
Iblur Village,3,178.19,3,1430551.95
Iblur Village,4,334.08,5,2794566.6
Iblur Village,3,195.09,4,1607984.75
Iblur Village,3,178.37,3,1663432.5
Iblur Village,3,178.37,3,1441641.5
Iblur Village,3,178.37,3,1663432.5
Iblur Village,3,185.8,4,1530357.9
Iblur Village,4,334.08,5,2883283.0
Iblur Village,4,334.08,5,3093984.45
Iblur Village,3,247.68,4,2217910.0
Iblur Village,5,500.19,5,4657611.0
Iblur Village,4,334.08,5,3293596.35
Iblur Village,5,512.36,6,4713058.75
Iblur Village,3,178.37,3,1441641.5
Iblur Village,4,334.08,4,2971999.4
Iblur Village,4,334.08,5,2783477.05
Indira Nagar,4,204.38,4,2217910.0
Indira Nagar,2,111.48,2,1031328.15
Indira Nagar,2,104.79,2,1164402.75
Indira Nagar,3,260.13,3,3659551.5
Indira Nagar,3,153.29,3,2217910.0
Indira Nagar,3,174.19,3,1996119.0
Indira Nagar,2,112.41,2,1131134.1
Indira Nagar,2,113.71,2,1164402.75
Indira Nagar,3,192.31,3,2495148.75
Indira Nagar,1,46.45,1,776268.5
Indira Nagar,2,130.06,2,1863044.4
Indira Nagar,4,222.97,4,5822013.75
Indira Nagar,3,130.71,3,1330746.0
Indira Nagar,2,106.37,2,1108955.0
Indira Nagar,2,136.57,2,1885223.5
Indira Nagar,3,250.84,3,3593014.2
Indira Nagar,1,78.97,1,632104.35
Indira Nagar,8,301.93,8,6653730.0
Indira Nagar,3,241.64,4,3459939.6
Indira Nagar,2,117.06,2,1108955.0
Indira Nagar,3,161.65,3,2118104.05
Indira Nagar,3,153.29,3,2439701.0
Indira Nagar,3,157.93,3,1663432.5
Indira Nagar,4,297.29,3,2772387.5
Indira Nagar,3,133.78,3,3049626.25
Indira Nagar,2,137.03,2,1896313.05
Indira Nagar,4,297.29,4,4879402.0
Indira Nagar,4,371.61,4,7762685.0
Indira Nagar,1,78.97,1,665373.0
Indira Nagar,4,222.97,4,4491267.75
Indira Nagar,5,167.22,5,3881342.5
Indira Nagar,3,139.35,3,1330746.0
Indira Nagar,3,204.38,3,1774328.0
Indira Nagar,3,153.29,3,2217910.0
Indira Nagar,4,260.13,4,4047685.75
Indira Nagar,2,117.06,2,1330746.0
Indira Nagar,2,106.74,2,1441641.5
Indira Nagar,3,153.29,3,1663432.5
Indira Nagar,6,222.97,6,5267536.25
JP Nagar,3,171.87,3,1663432.5
JP Nagar,2,92.9,2,388134.25
JP Nagar,2,102.19,2,776268.5
JP Nagar,2,87.33,2,543387.95
JP Nagar,3,232.26,3,1497089.25
JP Nagar,4,429.63,4,3487663.47
JP Nagar,2,100.15,2,499029.75
JP Nagar,1,97.55,1,487940.2
JP Nagar,2,125.65,2,1040920.61
JP Nagar,2,111.48,2,687552.1
JP Nagar,2,120.77,2,1007707.41
JP Nagar,3,122.17,2,947047.57
JP Nagar,3,157.0,3,1242029.6
JP Nagar,4,278.71,4,1552537.0
JP Nagar,4,278.71,4,1552537.0
JP Nagar,2,120.77,2,1208760.95
JP Nagar,3,306.58,4,1774328.0
JP Nagar,3,106.84,2,553368.54
JP Nagar,1,69.68,1,582201.38
JP Nagar,2,111.48,2,864984.9
JP Nagar,3,171.87,2,1219850.5
JP Nagar,2,102.19,2,499029.75
JP Nagar,2,111.2,2,530967.65
JP Nagar,7,250.84,4,1774328.0
JP Nagar,3,139.35,2,909343.1
JP Nagar,2,76.18,2,499029.75
JP Nagar,3,162.58,3,1364014.65
JP Nagar,3,118.45,2,483504.38
JP Nagar,3,148.64,3,920432.65
JP Nagar,4,278.71,3,1663432.5
JP Nagar,3,190.45,3,909343.1
JP Nagar,1,69.21,1,380038.88
JP Nagar,6,167.22,6,754089.4
JP Nagar,2,106.84,2,998059.5
JP Nagar,3,134.71,2,609925.25
JP Nagar,3,182.09,3,1530357.9
JP Nagar,4,139.35,2,964790.85
JP Nagar,3,147.71,2,942611.75
JP Nagar,2,116.13,2,665373.0
JP Nagar,2,104.52,2,443360.21
JP Nagar,3,222.97,3,2173551.8
JP Nagar,2,120.77,2,1016357.26
JP Nagar,2,102.84,2,632104.35
JP Nagar,2,116.13,2,1031328.15
JP Nagar,3,139.35,2,1197671.4
JP Nagar,3,141.21,3,1386193.75
JP Nagar,2,130.53,2,1097865.45
JP Nagar,2,107.49,2,809537.15
JP Nagar,3,139.35,2,909343.1
JP Nagar,2,97.36,2,487940.2
Jakkur,2,131.64,2,831716.25
Jakkur,3,147.71,2,1386193.75
Jakkur,2,118.82,2,853895.35
Jakkur,3,158.86,3,1186581.85
Jakkur,3,129.69,2,959356.97
Jakkur,3,173.26,3,1375104.2
Jakkur,2,102.19,2,591627.49
Jakkur,3,163.51,3,1541447.45
Jakkur,2,119.84,2,1108955.0
Jakkur,2,134.91,2,1108955.0
Jakkur,3,167.04,3,1330746.0
Jakkur,2,120.77,2,942611.75
Jakkur,4,295.52,4,2888827.77
Jakkur,3,181.16,3,1452731.05
Jakkur,3,172.61,3,1090102.76
Jakkur,2,114.27,2,842805.8
Jakkur,3,127.65,3,754089.4
Jakkur,2,119.84,2,887164.0
Jakkur,3,163.51,3,1219850.5
Jakkur,4,212.1,4,1441641.5
Jakkur,2,137.77,2,1086775.9
Jakkur,3,137.68,3,953701.3
Jakkur,3,152.82,3,1108955.0
Jakkur,3,153.29,3,1230940.05
Jakkur,3,150.69,2,887164.0
Jakkur,3,225.1,4,1774328.0
Jakkur,3,204.11,3,1508178.8
Jakkur,2,104.52,2,720820.75
Jakkur,2,114.27,2,876074.45
Jakkur,2,111.67,2,876074.45
Jakkur,3,172.61,3,1364014.65
Jakkur,3,167.04,3,1219850.5
Jakkur,3,165.83,3,1441641.5
Jakkur,2,100.33,2,665373.0
Jakkur,2,117.06,2,789520.51
Jakkur,3,168.71,3,1319656.45
Jakkur,2,132.29,2,887164.0
Jakkur,2,119.84,2,942611.75
Jakkur,2,120.77,2,887164.0
Jakkur,2,119.84,2,887607.58
Jakkur,2,119.1,2,798447.6
Jakkur,3,174.66,4,1219850.5
Jakkur,3,154.22,3,1153313.2
Jakkur,2,119.94,2,831716.25
Jakkur,2,136.85,2,942611.75
Jakkur,3,137.96,3,798447.6
Jakkur,3,154.22,3,1153313.2
Jakkur,3,181.16,3,1452731.05
Jakkur,2,133.04,2,942611.75
Jakkur,3,106.84,3,720820.75
Jakkur,3,158.86,3,1219850.5
Jalahalli,3,130.06,3,853895.35
Jalahalli,3,209.03,3,1774328.0
Jalahalli,2,157.38,2,1386193.75
Jalahalli,3,173.73,3,1219850.5
Jalahalli,2,130.06,1,887164.0
Jalahalli,2,97.08,2,851344.75
Jalahalli,3,150.04,3,995287.11
Jalahalli,3,196.3,3,1718880.25
Jalahalli,3,179.49,4,1497089.25
Jalahalli,2,97.08,2,643193.9
Jalahalli,4,111.48,4,998059.5
Jalahalli,2,94.76,2,576656.6
Jalahalli,3,221.48,4,1829775.75
Jalahalli,2,73.39,2,548932.72
Jalahalli,3,129.6,3,909343.1
Jalahalli,3,164.44,3,1108955.0
Jalahalli,3,145.76,3,1308566.9
Jalahalli,1,55.74,1,410313.35
Jalahalli,1,57.13,1,510119.3
Jalahalli,3,223.34,3,1530357.9
Jalahalli,2,84.08,2,609925.25
Jalahalli,2,92.9,2,776268.5
Jalahalli,1,57.13,1,510119.3
Jalahalli,3,158.31,3,1046409.94
Jalahalli,3,136.57,2,1131134.1
Jalahalli,2,115.57,2,975880.4
Jalahalli,2,130.71,2,1092209.78
Jalahalli,1,111.48,2,731910.3
Jalahalli,3,142.14,2,986969.95
Jalahalli,2,97.08,2,851344.75
Jalahalli,3,146.32,4,1108955.0
Jalahalli,3,193.79,3,1774328.0
Jalahalli,3,91.04,2,665373.0
Jalahalli,2,121.98,2,754089.4
Jalahalli,3,174.75,3,1275298.25
Jalahalli,3,130.53,2,942611.75
Jalahalli East,1,69.68,1,443582.0
Jalahalli East,3,117.06,2,665373.0
Jalahalli East,2,94.76,2,643193.9
Jalahalli East,3,120.77,2,698641.65
Jalahalli East,1,72.0,1,378153.65
Jalahalli East,2,93.83,2,576656.6
Jalahalli East,2,93.83,2,576656.6
Jigani,3,116.31,3,609925.25
Jigani,2,85.28,2,576656.6
Jigani,2,85.28,2,532298.4
Jigani,3,114.27,3,598835.7
Jigani,2,84.91,2,521208.85
Jigani,2,86.12,2,609925.25
Jigani,2,85.47,2,510119.3
Jigani,3,222.97,4,1441641.5
Jigani,2,85.28,2,499029.75
Jigani,2,85.28,2,700859.56
Jigani,2,86.68,2,476850.65
Jigani,2,85.28,2,609925.25
Jigani,3,222.97,3,1652342.95
Jigani,2,87.05,2,487940.2
Jigani,3,116.31,3,676462.55
Jigani,2,85.75,2,554477.5
Jigani,3,116.13,3,643193.9
Jigani,3,116.31,3,698641.65
Jigani,3,113.43,3,798447.6
Jigani,2,85.28,2,543387.95
Jigani,3,113.43,3,576656.6
Jigani,2,84.91,2,543387.95
Jigani,2,85.28,2,554477.5
Jigani,3,111.48,3,720820.75
Jigani,2,84.91,2,609925.25
Jigani,3,125.6,3,720820.75
Jigani,3,114.27,3,665373.0
Jigani,3,113.43,3,720820.75
Jigani,3,113.43,3,831716.25
Jigani,3,116.31,3,776268.5
Jigani,3,113.43,3,720820.75
Jigani,3,116.31,3,654283.45
Jigani,2,87.24,2,432492.45
Jigani,3,113.43,3,776268.5
Jigani,3,120.77,3,609925.25
Jigani,3,114.36,3,643193.9
Jigani,2,87.61,2,532298.4
Jigani,2,85.28,2,621014.8
Jigani,3,115.66,3,731910.3
Jigani,3,113.43,3,720820.75
Jigani,2,87.61,2,548932.72
Judicial Layout,3,120.77,3,709731.2
Judicial Layout,3,192.31,3,1796507.1
Judicial Layout,3,157.93,3,1718880.25
Judicial Layout,3,102.19,2,587746.15
Judicial Layout,2,108.23,2,550152.58
Judicial Layout,5,501.67,4,7762685.0
Judicial Layout,4,139.35,3,1796507.1
Judicial Layout,2,83.61,2,443582.0
Judicial Layout,3,184.78,4,1718880.25
KR Puram,2,118.68,2,629886.44
KR Puram,2,86.4,2,432492.45
KR Puram,2,107.3,2,473967.37
KR Puram,2,113.81,2,516218.55
KR Puram,2,102.19,2,521208.85
KR Puram,2,111.48,2,787358.05
KR Puram,3,135.17,3,510119.3
KR Puram,2,69.68,2,277238.75
KR Puram,3,104.86,3,525700.12
KR Puram,2,94.3,2,476850.65
KR Puram,2,136.57,2,953701.3
KR Puram,1,66.33,1,310507.4
KR Puram,2,106.09,2,565567.05
KR Puram,2,103.59,2,370945.45
KR Puram,2,94.85,2,532298.4
KR Puram,3,144.83,3,768672.16
KR Puram,2,96.15,2,449126.77
KR Puram,2,144.0,2,787358.05
KR Puram,2,110.79,2,568006.75
KR Puram,2,102.19,2,510119.3
KR Puram,2,119.84,2,543609.74
KR Puram,2,102.19,2,476850.65
KR Puram,2,88.26,2,443582.0
KR Puram,2,107.4,2,798447.6
KR Puram,2,92.9,2,665373.0
KR Puram,3,179.3,2,642084.94
KR Puram,3,134.89,3,665373.0
KR Puram,2,93.0,2,332686.5
KR Puram,2,69.68,2,443582.0
KR Puram,6,185.8,6,942611.75
KR Puram,2,92.9,2,493484.97
KR Puram,2,111.48,2,521208.85
KR Puram,2,111.48,1,720820.75
KR Puram,2,99.96,2,742999.85
KR Puram,2,105.91,2,480399.31
KR Puram,6,399.48,6,1940671.25
KR Puram,2,111.48,2,465761.1
KR Puram,3,132.85,2,676462.55
KR Puram,2,96.62,2,554477.5
KR Puram,4,111.48,4,920432.65
KR Puram,2,68.19,2,243970.1
KR Puram,2,104.05,2,399223.8
KR Puram,2,106.84,2,465761.1
KR Puram,9,427.35,9,2217910.0
KR Puram,2,97.55,2,609925.25
KR Puram,2,98.2,2,332686.5
KR Puram,2,100.8,2,515664.07
KR Puram,3,157.93,3,1164402.75
KR Puram,2,111.48,2,798447.6
KR Puram,4,337.05,4,2728029.3
KR Puram,2,185.8,2,831716.25
KR Puram,2,102.19,2,499029.75
KR Puram,2,96.15,2,443582.0
KR Puram,2,103.68,2,499029.75
KR Puram,2,119.84,2,765178.95
KR Puram,3,120.77,2,632104.35
KR Puram,2,80.48,2,403437.83
KR Puram,2,101.82,2,476850.65
KR Puram,2,111.85,2,643193.9
KR Puram,1,65.03,1,238425.32
KR Puram,2,111.95,2,507790.49
KR Puram,3,169.73,3,1075686.35
KR Puram,2,99.87,2,357637.99
KR Puram,3,130.06,2,665373.0
KR Puram,2,102.19,2,442473.04
KR Puram,7,260.13,6,1219850.5
KR Puram,2,94.76,2,432492.45
KR Puram,2,111.48,2,831716.25
KR Puram,2,115.66,2,665373.0
Kadubeesanahalli,3,154.68,3,776268.5
Kadubeesanahalli,3,142.33,3,1275298.25
Kadubeesanahalli,3,143.53,2,731910.3
Kadubeesanahalli,3,132.29,2,831716.25
Kadubeesanahalli,2,116.78,2,1031328.15
Kadubeesanahalli,3,126.81,3,887164.0
Kadubeesanahalli,2,116.78,2,1164402.75
Kadubeesanahalli,2,110.0,2,609925.25
Kadubeesanahalli,2,110.09,2,609925.25
Kadubeesanahalli,2,105.91,2,864984.9
Kadugodi,3,117.06,2,598835.7
Kadugodi,3,163.69,3,1014139.35
Kadugodi,2,111.3,2,643193.9
Kadugodi,3,146.79,2,720820.75
Kadugodi,3,175.59,4,1408372.85
Kadugodi,4,348.38,4,2328805.5
Kadugodi,3,163.69,3,1219850.5
Kadugodi,3,176.51,3,1197671.4
Kadugodi,2,122.07,2,756307.31
Kadugodi,3,152.82,2,909343.1
Kadugodi,2,102.19,2,499029.75
Kadugodi,3,158.96,3,831716.25
Kadugodi,2,122.07,2,864984.9
Kadugodi,3,163.69,3,1242029.6
Kadugodi,2,122.07,2,920432.65
Kadugodi,1,85.93,1,451344.68
Kadugodi,3,125.51,2,864984.9
Kadugodi,2,93.83,2,554477.5
Kadugodi,3,175.59,4,1386193.75
Kadugodi,2,107.02,2,676462.55
Kadugodi,2,129.51,2,621014.8
Kadugodi,3,163.69,3,1242029.6
Kadugodi,3,175.59,4,1386193.75
Kadugodi,3,132.85,2,609925.25
Kadugodi,4,278.71,4,1485999.7
Kadugodi,3,149.94,2,654283.45
Kadugodi,2,101.08,2,487940.2
Kadugodi,3,174.19,2,1219850.5
Kadugodi,2,106.84,2,465761.1
Kadugodi,3,163.69,3,1208760.95
Kadugodi,2,122.07,2,887164.0
Kadugodi,2,111.11,2,665373.0
Kaggadasapura,3,118.91,2,621014.8
Kaggadasapura,2,118.45,2,576656.6
Kaggadasapura,4,199.74,4,1108955.0
Kaggadasapura,2,106.84,2,465761.1
Kaggadasapura,2,103.12,2,587746.15
Kaggadasapura,2,98.48,2,532298.4
Kaggadasapura,3,125.42,3,615470.02
Kaggadasapura,2,98.76,2,465761.1
Kaggadasapura,3,136.57,2,831716.25
Kaggadasapura,3,150.04,3,643193.9
Kaggadasapura,2,97.55,2,532298.4
Kaggadasapura,2,105.17,2,465761.1
Kaggadasapura,2,102.19,2,643193.9
Kaggadasapura,2,123.1,2,554477.5
Kaggadasapura,2,111.48,2,587746.15
Kaggadasapura,2,96.15,2,504574.52
Kaggadasapura,2,109.62,1,554477.5
Kaggadasapura,2,105.91,2,510119.3
Kaggadasapura,3,124.49,3,731910.3
Kaggadasapura,3,116.69,2,554477.5
Kaggadasapura,3,139.35,3,831716.25
